id,Район,Наименование организации,Сокращенное наименование,Адрес,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,latitude,longitude
306,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 146 Калининского района Санкт-Петербурга,ГБОУ СОШ №146 Калининского района Санкт-Петербурга,"Санкт-Петербург, Замшина улица, дом 31, корпус 2",Соболь Алексей Викторович,8-812-543-38-90,8-812-543-38-90,School146.spb@obr.gov.spb.ru,Муниципальный округ Финляндский,7804140603,1027802497909,30.409281,59.980752
307,Калининский,Государственное бюджетное общеобразовательное учреждение гимназия № 148 имени Сервантеса Калининского района Санкт-Петербурга,ГБОУ гимназия № 148 имени Сервантеса Калининского района Санкт-Петербурга,"Санкт-Петербург, Академика Константинова улица, дом 10, корпус 2, литера А",Подзюбанова Юлия Владимировна,8-812-417-54-47,8-812-417-54-47,Info.gim148@obr.gov.spb.ru,Муниципальный округ Академическое,7804089330,1027802499306,30.379673,60.021370
308,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 149 Калининского района Санкт-Петербурга,ГБОУ СОШ № 149 Калининского района Санкт-Петербурга,"Санкт-Петербург, Черкасова улица, дом 4, корпус 2",Степанова Елена Вадимовна,8-812-531-13-39,8-812-531-13-39,Info.soch149@obr.gov.spb.ru,Муниципальный округ 21,7804087205,1027802499152,30.417361,60.025994
309,Калининский,Государственное бюджетное общеобразовательное учреждение лицей № 150 Калининского района Санкт-Петербурга,ГБОУ лицей №150 Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 38, корпус 2, литера А",Печникова Виктория Сергеевна,8-812-417-64-41,8-812-417-64-41,Info.lic150@obr.gov.spb.ru,Муниципальный округ Академическое,7804143971,1027802497898,30.373926,60.024322
310,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 156 с углубленным изучением информатики Калининского района Санкт-Петербурга,ГБОУ СОШ №156 Калининского района Санкт-Петербурга,"Санкт-Петербург, Меншиковский проспект, дом 15, корпус 3, литера А",Белик Александра Евгеньевна,8-812-299-14-57,8-812-299-14-57,Info.sch156@obr.gov.spb.ru,Муниципальный округ Пискаревка,7804142047,1027802499339,30.433987,59.996285
311,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №158 Калининского района Санкт-Петербурга,ГБОУ СОШ №158 Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 40, корпус 3, литера А",Хрусталева Светлана Владимировна,8-812-555-26-70,8-812-555-26-70,Info.sch158@obr.gov.spb.ru,Муниципальный округ Академическое,7804093791,1027802499120,30.375361,60.025253
312,Калининский,Государственное бюджетное общеобразовательное учреждение гимназия №159 «Бестужевская» Калининского района Санкт-Петербурга,ГБОУ гимназия №159 «Бестужевская» Калининского района Санкт-Петербурга,"Санкт-Петербург, Мечникова проспект, дом 16, литера А",Андросова Виктория Евгеньевна,8-812-543-53-53,8-812-543-53-53,Info.school159@obr.gov.spb.ru,Муниципальный округ Пискаревка,7804137738,1027802497601,30.404937,59.985402
313,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 172 Калининского района Санкт-Петербурга,ГБОУ СОШ № 172 Калининского района Санкт-Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 12, корпус 2",Сохина Галина Константиновна,8-812-417-34-14,8-812-558-96-63,Gbou.sosh172@obr.gov.spb.ru,Муниципальный округ Северный,7804137953,1027802499944,30.380763,60.039243
314,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №175 Калининского района Санкт-Петербурга,ГБОУ СОШ №175 Калининского района Санкт-Петербурга,"Санкт-Петербург, Просвещения проспект, дом 106, корпус 2, литера А",Королькова Елена Владимировна,8-812-417-24-48,8-812-417-24-48,Info.gbou175@obr.gov.spb.ru,Муниципальный округ 21,7804134977,1027802499328,30.428167,60.035263
315,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №176 Калининского района Санкт-Петербурга,ГБОУ СОШ №176 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ушинского улица, дом 13, литера А",Биланюк Ирина Валерьевна,8-812-590-12-58,8-812-590-12-58,Info.school176@obr.gov.spb.ru,Муниципальный округ 21,7804139189,1027802496765,30.409318,60.031692
316,Калининский,Государственное бюджетное общеобразовательное учреждение лицей №179 Калининского района Санкт-Петербурга,ГБОУ лицей №179 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ушинского улица, дом 35, корпус 2, литера А",Батова Людмила Анатольевна,8-812-417-50-88,8-812-417-50-88,Info.lic179@obr.gov.spb.ru,Муниципальный округ 21,7804148916,1027802497337,30.417749,60.040995
317,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №184 Калининского района Санкт-Петербурга,ГБОУ СОШ №184 Калининского района Санкт-Петербурга,"Санкт-Петербург, Верности улица, дом 38, корпус 4, литера А",Максимчук Владимир Михайлович,8-812-417-34-65,8-812-417-34-68,S184@obr.gov.spb.ru,Муниципальный округ Пискаревка,7804139566,1027802499295,30.425793,60.002954
318,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 186 Калининского района Санкт-Петербурга,ГБОУ СОШ № 186 Калининского района Санкт-Петербурга,"Санкт-Петербург, Замшина улица, дом 58, корпус 2",Журавлёва Ольга Витальевна,8-812-417-24-12,8-812-417-24-12,Sosh186@obr.gov.spb.ru,Муниципальный округ Финляндский,7804139855,1027802497557,30.401209,59.980881
319,Калининский,Государственное бюджетное общеобразовательное учреждение гимназия №192 Калининского района Санкт-Петербурга «Брюсовская гимназия»,ГБОУ гимназия №192 «Брюсовская гимназия»,"Санкт-Петербург, Брюсовская улица, дом 10, литера А",Масленникова Светлана Александровна,8-812-417-53-81,8-812-417-53-80,Info.gim192@obr.gov.spb.ru,Муниципальный округ Пискаревка,7804086201,1027802499119,30.420525,59.986797
320,Калининский,Государственное бюджетное общеобразовательное учреждение лицей №470 Калининского района Санкт-Петербурга,ГБОУ лицей №470 Калининского района Санкт-Петербурга,"Санкт-Петербург, Бутлерова улица, дом 22, литера А",Винокурова Ольга Луиновна,8-812-535-07-94,8-812-535-07-94,Info.lic470@obr.gov.spb.ru,Муниципальный округ Гражданка,7804139157,1027802497304,30.397777,60.003949
321,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №514 Калининского района Санкт-Петербурга,ГБОУ СОШ №514 Калининского района Санкт-Петербурга,"г.Санкт-Петербург, проспект Непокорённых, дом 12/2, литера А",Лариков Александр Александрович,8-812-417-28-63,8-812-417-28-63,Soch514@obr.gov.spb.ru,Муниципальный округ Академическое,7804135868,1027802499163,30.376345,59.997136
322,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 535 Калининского района Санкт-Петербурга,ГБОУ СОШ №535 Калининского района Санкт-Петербурга,"Санкт-Петербург, Софьи Ковалевской улица, дом 13, корпус 6, литера А",Милякова Екатерина Владимировна,8-812-533-16-63,8-812-533-16-63,Info.school535@obr.gov.spb.ru,Муниципальный округ Гражданка,7804090575,1027802500725,30.420301,60.015457
323,Калининский,Государственное бюджетное общеобразовательное учреждение школа № 561 Калининского района Санкт-Петербурга,ГБОУ школа № 561 Калининского района Санкт-Петербурга,"Санкт-Петербург, Карпинского улица, дом 38, корпус 8",Карьянова Елена Ивановна,8-812-417-33-66,8-812-299-48-51,Info.school561@obr.gov.spb.ru,Муниципальный округ Гражданка,7804130820,1027802499196,30.424168,60.014818
324,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 619 Калининского района Санкт-Петербурга,Школа №619,"Санкт-Петербург, улица Черкасова, дом 7, корпус 2",Нечаева Марина Анатольевна,8-812-290-00-94,8-812-417-51-17,School619@obr.gov.spb.ru,Муниципальный округ 21,7804085825,1027802506071,30.423543,60.024441
325,Калининский,Государственное бюджетное общеобразовательное учреждение Центр образования № 633 Калининского района Санкт-Петербурга,ГБОУ ЦО №633 Калининского района Санкт-Петербурга,"Санкт-Петербург, Науки проспект, дом 24, корпус 3",Забоев Александр Васильевич,8-812-417-22-13,8-812-417-22-13,Info.school633@obr.gov.spb.ru,Муниципальный округ Гражданка,7804067174,1027802497546,30.415036,60.010525
326,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №653 с углубленным изучением иностранных языков (хинди и английского) Калининского района Санкт-Петербурга имени Рабиндраната Тагора,ГБОУ СОШ №653 Калининского района Санкт-Петербурга имени Рабиндраната Тагора,"Санкт-Петербург, Мечникова проспект, дом 5, корпус 1, литера А",Ткачева Елена Викторовна,8-812-417-34-27,8-812-417-34-27,It653@obr.gov.spb.ru,Муниципальный округ Пискаревка,7804093336,1027802497447,30.418938,59.984632
327,Калининский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 692 Калининского района Санкт-Петербурга,ГБОУ СОШ № 692 Калининского района Санкт-Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 6, корпус 2, литера А",Бянкина Светлана Феоктистовна,8-812-558-51-03,8-812-558-51-03,Info.sch692@obr.gov.spb.ru,Муниципальный округ Северный,7804151355,1027802498877,30.379181,60.037145
328,Калининский,Академический лицей «Физико-техническая школа» федерального государственного бюджетного учреждения высшего образования и науки «Санкт-Петербургский национальный исследовательский Академический университет Российской академии наук»,Лицей ФТШ СПбАУ РАН,"Санкт-Петербург , Хлопина улица, дом 8, корпус 3, литера А",Иванов Михаил Георгиевич,7-812-534-58-17,7-812-534-58-17,Director@school.ioffe.ru,Муниципальный округ Академическое,7804161723,1027802511879,30.373932,60.002933
329,Калининский,Естественно-научный лицей федерального государственного автономного образовательного учреждения высшего образования «Санкт-Петербургский политехнический университет Петра Великого»,Естественно-научный лицей СПбПУ,"Санкт-Петербург, Политехническая улица, дом 29",Байбиков Роман Анатольевич,8-812-550-02-69,8-812-550-02-69,Enlspb@mail.ru,Муниципальный округ Академическое,7804040077,1027802505279,30.329150,60.003550
330,Калининский,Частное образовательное учреждение высшего образования «Санкт-Петербургский Институт экономики и управления»,ЧОУ ВО «СПбИЭУ»,"Санкт-Петербург, Лабораторная улица, дом 15",Янкевич Константин Артурович,8-812-309-99-16,8-812-309-99-06,Spo.spbiem1@yandex.ru,Муниципальный округ Кронверкский,7804038751,1027802520602,30.339045,59.969718
331,Калининский,Санкт-Петербургское государственное бюджетное профессиональное образовательное учреждение «Училище Олимпийского резерва №1»,СПб ГБПОУ «УОР №1»,"Санкт-Петербург, Гжатская улица, дом 4",Кузнецов Виктор Александрович,534-49-02,534-49-02,SPBKOR-1@YANDEX.RU,Муниципальный округ Гражданка,7804029740,1027802519370,30.496853,59.954933
332,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение школа № 5 Адмиралтейского района Санкт-Петербурга,ГБОУ № 5 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Батайский пер., д. 6-8, лит. А",Львовская Наталия Николаевна,8(812)316 30 55,,Sc5@adm-edu.spb.ru,Семеновский,7826049281,1027810298988,30.321495,59.913347
333,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение центр образования №195 Адмиралтейского района Санкт-Петербурга,ГБОУ центр образования №195 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, улица Бородинская, дом 11, лит. А",Приставко Светлана Александровна,8(812)713 32 50,,Sc195@adm-edu.spb.ru,Семеновский,7826717860,1027810349841,30.332575,59.924735
334,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение гимназия № 278 имени Б. Б. Голицына Адмиралтейского района Санкт-Петербурга,ГБОУ гимназия №278 имени Б.Б. Голицына Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Дровяная, д.7, литер А",Шутова Валентина Михайловна,8(812)251 43 34,,Sc278@adm-edu.spb.ru,Екатерингофский,7826053030,1037851010977,30.286349,59.912420
335,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 241 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 241 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, пр. Вознесенский , д. 38/4 лит.А",Тимофеева Галина Анатольевна,8(999)208-74-41,,Sc241@adm-edu.spb.ru,Сенной округ,7826718310,1027810295237,30.309386,59.924138
336,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 255 с углубленным изучением предметов художественно-эстетического цикла Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа №255 с углубленным изучением предметов художественно-эстетического цикла Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Фонарный переулок, д. 4, лит. А",Капитанова Екатерина Борисовна,8(812)417 29 33,,Sc255.adm@obr.gov.spb; mail@school255.ru,Адмиралтейский округ,7826718341,1027810345310,30.304726,59.929660
337,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 266 с углубленным изучением иностранных языков Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 266,"Санкт-Петербург, 5-я Красноармейская ул., д.23, лит. А",Папуциди Элеорона Христофоровна,8(812)417 36 30,,Sc266@adm-edu.spb.ru,Измайловское,7826049588,10278103001606,30.309427,59.913423
338,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение школа-интернат № 2 Адмиралтейского района Санкт-Петербурга,ГБОУ школа-интернат № 2 Адмиралтейского района Санкт-Петербурга,"г.Санкт-Петербург, Старо-Петергофский проспект, дом 33, литер Б",Черных Марина Геннадьевна,8(812)2520456,,Sc2.adm@obr.gov.spb.ru,Екатерингофский,7826048672,1027810346739,30.275980,59.905130
339,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение школа № 231 Адмиралтейского района Санкт-Петербурга,ГБОУ № 231 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, ул. Витебская, д. 7, лит. А",Иванова Ольга Викторовна,8(812)417 23 29,,Sc231@adm-edu.spb.ru,Коломна,7826717651,1027810303960,30.281093,59.921461
340,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение школа № 522 Адмиралтейского района Санкт-Петербурга,ГБОУ школа № 522 Адмиралтейского района Санкт-Петербурга,"Малодетскосельский пр., д. 17-19\34, лит.А",Елизарова Юлия Геннадьевна,8(812)573 96 46,,Sc522@adm-edu.spb.ru,Семеновский,7826049732,1027810287999,30.324890,59.913069
341,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 232 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ №232 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, наб. Крюкова канала, д. 15, лит. А, пом. 1Н, 2Н, 3Н",Прокофьева Наталья Анатольевна,8(812)417-34-88,,Sc232.adm@obr.gov.spb.ru,Коломна,7826717884,1027810291189,30.297094,59.922083
342,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 238 с углубленным изучением английского языка Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 238 с углубленным изучением английского языка Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Галерная ул., 36-38, лит.А",ВРИО Дубровина Наталья Владимировна,8(812)315 53 38,,238@school238.ru,Адмиралтейский округ,7826717620,1027810344100,30.289385,59.930897
343,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение Лицей № 281 Адмиралтейского района Санкт-Петербурга,ГБОУ Лицей № 281 Адмиралтейского района СПб,"Санкт-Петербург, Советский пер., д. 4/15, лит. А",Уткина Александра Николаевна,8(812)316 17 01,,Sc281.adm@obr.gov.spb.ru,Измайловское,7826053619,1027810332593,30.310298,59.914873
344,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа № 615 Адмиралтейского района Санкт-Петербурга,ГБОУ НОШ № 615 Адмиралтейского района СПб,"Санкт-Петербург, Нарвский пр., дом 4-6, лит. А",Смирнова Евгения Михайловна,8(812)252 29 04,,Sc615@adm-edu.spb.ru,Екатерингофский,7826048658,1037851005048,30.275126,59.905401
345,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 225 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 225 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Адмиралтейская наб., д. 4, лит. А",Федосеенко Александр Сергеевич,8(812)417 20 06,,Sc225.adm@obr.gov.spb.ru,Адмиралтейский округ,7826717877,1027810349368,30.309000,59.938905
346,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 256 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 256 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, наб. канала Грибоедова, д. 76, лит.П",Христюк Татьяна Михайловна,8(812)573 98 74,,Sc256@adm-edu.spb.ru,Сенной округ,7826720140,1027810346717,30.309026,59.926059
347,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 229 Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 229 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, пер.Бойцова, д. 3, лит А",Петрова Наталия Анатольевна,8(812)417 32 42,,Sc229@adm-edu.spb.ru,Сенной округ,7826717274,1027810356221,30.309790,59.922118
348,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 234 Адмиралтейского района Санкт-Петербурга,ГБОУ школа №234 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Канонерская ул., д.33, лит. А",Седых Ирина Анатольевна,8(812)714 27 52,,Sc234@adm-edu.spb.ru,Коломна,7826717901,1027810334353,30.286370,59.918955
349,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 235 с углубленным изучением отдельных учебных предметов им. Д.Д. Шостаковича Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 235 им. Д.Д. Шостаковича,"Санкт-Петербург, наб. реки Пряжки, д.4-6, лит. А",Стаховский Тимофей Владимирович,8(812)572 58 46,,Sc235@adm-edu.spb.ru,Коломна,7826717612,1037851004091,30.280517,59.926320
350,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 243 Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 243 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, пер.Гривцова, д.18, лит. А",Ковальская Татьяна Валерьевна,8(812)417 24 94,,Sc243@adm-edu.spb.ru,Сенной округ,7826718447,1037851014233,30.316212,59.928722
351,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение Гимназия № 272 Адмиралтейского района Санкт-Петербурга,ГБОУ Гимназия № 272 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, ул. 8-я Красноармейская, д.3 литер А",Калмыкова Галина Андреевна,8(812)251 16 49,,Sc272@adm-edu.spb.ru,Измайловское,7826049404,1027810347773,30.305137,59.914656
352,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 245 имени Героя Советского Союза Ю.В. Пасторова Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 245 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, ул. Союза Печатников, д. 26, литера А,пом. 1н,9н,10н,12н",Матвеева Марина Никандровна,8(812)417 36 23,,Sc245@adm-edu.spb.ru,Коломна,7826729953,1027810299021,30.286791,59.922428
353,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 259 имени М.Т. Лорис – Меликова Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа №259 им. М.Т. Лорис-Меликова Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, наб. Крюкова канала, д.3, лит.А",Кочарян Астгик Телемаковна,8(812)714 40 25,,Sc259@adm-edu.spb.ru,Коломна,7826717644,1027810317590,30.293749,59.926799
354,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 260 Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 260 Адмиралтейского района Санкт-Петербурга,"190068, Санкт-Петербург, Лермонтовский проспект д.21, лит. А",Чирина Светлана Викторовна,8(812)714 05 51,,Sc260.adm@obr.gov.spb.ru,Коломна,7826733237,1027810291541,30.295075,59.919339
355,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 263 с углубленным изучением английского языка Адмиралтейского района Санкт-Петербурга,ГБОУ школа № 263 с углубленным изучением английского языка Адмиралтейского района Санкт-Петербурга,"г.Санкт-Петербург, Старо-Петергофский проспект, дом 33, литера А",Рыдлевский Алексей Владимирович,8(812)417-61-31,,Sc263@adm-edu.spb.ru,Екатерингофское,7809023798,1027810346211,30.276127,59.904521
356,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 280 имени М.Ю. Лермонтова Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 280 им. М.Ю. Лермонтова,"Санкт-Петербург, Лермонтовский пр., д. 52, лит. А",Севастьянова Юлия Борисовна,8(812)251 14 15,,Sc280@adm-edu.spb.ru,Измайловское,7826049115,1037851014167,30.310531,59.923029
357,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 287 Адмиралтейского района Санкт-Петербурга,ГБОУ средняя школа № 287 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, ул. Бумажная, д. 5, лит. А",Котисова Светлана Викторовна,8(812)786 34 98,,Sc287@adm-edu.spb.ru,Екатерингофский,7826051812,1027810340447,30.270707,59.904464
358,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 307 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 307 Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Малодетскосельский проспект, д. 23, лит. А",Матвеева Татьяна Вячеславовна,8(812)316 69 92,,Sc307@adm-edu.spb.ru,Семеновский,7826056088,1027810301243,30.322665,59.912432
359,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 288 имени Олега Ольховского Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 288 имени Олега Ольховского Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Курляндская улица, д.43, лит.А",Чувахина Светлана Александровна,8(812)5739863,,Sc288.adm@obr.gov.spb.ru; sc288@adm-edu.spb.ru,Екатерингофский,7826051805,1027810345309,30.269894,59.911945
360,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 306 с углубленным изучением английского языка Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 306 с углубленным изучением английского языка Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Верейская улица, д. 20, лит. А",Мушкудиани Ирина Геннадьевна,8(812)316 16 66,,Sc306@adm-edu.spb.ru,Семеновский,7809025509,1027810332307,30.326275,59.916158
361,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 564 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 564 Адмиралтейского района г. Санкт-Петербурга,"Санкт-Петербург, улица Егорова, дом 24, лит. А",Корсакова Нина Леоновна,8(812)710 14 75,,Mail@school564.ru,Измайловское,7826048665,1027810242910,30.314813,59.910925
362,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 317 Адмиралтейского района Санкт-Петербурга,ГБОУ СОШ № 317 Адмиралтейского района Санкт- Петербурга,"Санкт-Петербург, ул. Серпуховская, д. 39, лит. А",Новикова Марина Владимировна,8(812)316-16-92,,Sc317@adm-edu.spb.ru,Семеновский,7826056183,1027810305533,30.326185,59.912130
363,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение школа № 616 Адмиралтейского района Санкт-Петербурга «Центр абилитации с индивидуальными формами обучения «Динамика»,ГБОУ Центр «Динамика» Адмиралтейского района,"Санкт-Петербург, ул. Курляндская, д. 29, лит. А",Поршнева Сания Эльмаровна,8(812)251 28 97,,Sc616@adm-edu.spb.ru; sc616.adm@obr.gov.spb.ru,Екатерингофский,7809023075,1027810344760,30.278399,59.911890
364,Адмиралтейский,Государственное бюджетное общеобразовательное учреждение прогимназия «Радуга» № 624 Адмиралтейского района Санкт-Петербурга,ГБОУ прогимназия «Радуга» № 624,"Санкт-Петербург, ул. 8-я Красноармейская, д. 16, лит. А",Антоненкова Татьяна Николаевна,8(812)251 30 81,,Sc624.adm@obr.gov.spb.ru,Измайловское,7839016237,1047836034850,30.300588,59.913875
365,Адмиралтейский,Государственное бюджетное учреждение дополнительного образования Дворец творчества «У Вознесенского моста» Адмиралтейского района Санкт-Петербурга,ГБУДО ДТ «У Вознесенского моста» Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, Гражданская ул. д.26, литер А",Музиль Этель Александровна,8(812)312 36 50,,Ddtvm@adm-edu.spb.ru,Сенной округ,7826717605,1037851016070,30.309436,59.927026
366,Адмиралтейский,Государственное бюджетное учреждение дополнительного образования Дом творчества «Измайловский» Адмиралтейского района Санкт-Петербурга,ГБУ ДО ДТ «Измайловский»,"Санкт-Петербург, ул. Егорова дом 26а, лит. А",ВРИО Шаталова Наталья Владимировна,8(812)575 06 56,,Ddtadmiral@mail.ru,Измайловское,7826050079,1027810359730,30.315446,59.910415
367,Адмиралтейский,Государственное бюджетное учреждение дополнительного образования Центр технического творчества Адмиралтейского района Санкт-Петербурга,ГБУ ДО ЦТТ Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, 4-я Красноармейская ул., д. 16",ВРИО Роговнева Татьяна Николаевна,8(812)246-50-90,,Ctt@adm-edu.spb.ru,Коломна,7839456735,1127847051287,30.312725,59.913375
368,Адмиралтейский,Государственное бюджетное учреждение дополнительного образования Центр психолого-педагогического сопровождения Адмиралтейского района Санкт-Петербурга,ГБУ ДО ЦППС Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, ул. Садовая, д. 50, лит. Б",Иванова Светлана Алексеевна (Исполняющий обязанности руководителя),8(812)314 43 77,,Cpprk@adm-edu.spb.ru,Сенной округ,7826049309,1037851003629,30.310863,59.923613
369,Адмиралтейский,Государственное бюджетное учреждение дополнительного профессионального педагогического образования центр повышения квалификации специалистов «Информационно-методический Центр» Адмиралтейского района Санкт-Петербурга,ИМЦ Адмиралтейского района Санкт-Петербурга,"Санкт-Петербург, набережная реки Фонтанки, д. 134Б, литер А",ВРИО Новиков Михаил Сергеевич,8(812)251 59 79,,Imc@adm-edu.spb.ru,Измайловское,7826020645,1027810304345,30.298674,59.916691
370,Кировский,"Государственное бюджетное специальное (коррекционное) образовательное учреждение для обучающихся, воспитанников с ограниченными возможностями здоровья специальная (коррекционная) общеобразовательная школа-интернат № 2 (IV вида) Кировского района Санкт-Петербурга",ГБОУ школа-интернат №2,"198216,Санкт-Петербург, Трамвайный пр., д.24",Бейнарович Константин Константинович,8 (812) 377 21 29,8 (812) 377 21 29,sc2.kir@obr.gov.spb.ru,Княжево,7805146750,1027802738413,30.275980,59.905130
371,Кировский,Государственное бюджетное общеобразовательное учреждение центр образования № 162 Кировского района Санкт-Петербурга,ГБОУ ЦО № 162,"198097,Санкт-Петербург,ул. Турбинная, д. 50,",Слободина Екатерина Михайловна,8 (812) 786 26 12,8 (812) 786 26 12,sc162.kir@obr.gov.spb.ru,Нарвский округ,7805149197,1027802739447,30.265817,59.887346
372,Кировский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 221 Кировского района Санкт-Петербурга,ГБОУ СОШ № 221,"г.Санкт-Петербург, улица Лёни Голикова, дом 15, корпус 2, литера А",Зайцева Наталия Александровна,8 (812) 757 35 32,8 (812) 757 35 32,sc221.kir@obr.gov.spb.ru,Дачное,7805149180,1027802757608,30.225699,59.844915
